"description","streetaddress","city","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","title","state","unclear_address"
"","424 W. McKinley","Milwaukee","(G)","Bars/Clubs",1968,"","424 W. McKinley, Milwaukee, ",-87.9524519,43.04723,"w mckinley blvd, milwaukee, wi 53208, usa","Geocoded",NA,NA,NA
"","144 E. Juneau St.","Milwaukee","(*)","Bars/Clubs",1968,"","144 E. Juneau St., Milwaukee, ",-87.9117021,43.0459699,"144 e juneau ave, milwaukee, wi 53202, usa","Geocoded",NA,NA,NA
"","603 N. 5th St.","Milwaukee","(C)","Business",1968,"","603 N. 5th St., Milwaukee, ",-87.9175071,43.0374516,"603 n 5th st, milwaukee, wi 53203, usa","Geocoded",NA,NA,NA
"","422 W. State St.","Milwaukee","","Bars/Clubs",1968,"","422 W. State St., Milwaukee, ",-87.9164092,43.0429265,"422 w state st, milwaukee, wi 53203, usa","Geocoded",NA,NA,NA
"","196 S 2nd St","Milwaukee","","Bars/Clubs",1968,"","196 S 2nd St, Milwaukee, ",-87.9122563,43.0295497,"196 s 2nd st, milwaukee, wi 53204, usa","Geocoded",NA,NA,NA
"","1801 N 12th St","Milwaukee","","Bars/Clubs",1968,"","1801 N 12th St, Milwaukee, ",-87.927338,43.054146,"1801 n 12th st, milwaukee, wi 53205, usa","Geocoded",NA,NA,NA
"","1758 N. Water St.","Milwaukee","(*)","Bars/Clubs",1968,"","1758 N. Water St., Milwaukee, ",-87.9028499,43.0538468,"1758 n water st, milwaukee, wi 53202, usa","Geocoded",NA,NA,NA
"","435 W. Michigan","Milwaukee","","Bars/Clubs,Hotels",1968,"","435 W. Michigan, Milwaukee, ",-87.9168771,43.0370079,"435 w michigan st, milwaukee, wi 53203, usa","Geocoded",NA,NA,NA
"","813 S. 1st St.","Milwaukee","","Bars/Clubs",1968,"","813 S. 1st St., Milwaukee, ",-87.9115871,43.0228695,"813 s 1st st, milwaukee, wi 53204, usa","Geocoded",NA,NA,NA
"","314 N. Adams","Green Bay","(M)","Bars/Clubs",1966,"","314 N. Adams, Green Bay, ",-88.0129162,44.515855,"314 n adams st, green bay, wi 54301, usa","Geocoded",NA,NA,NA
"","31 N Pickney","Madison","","Bars/Clubs,Hotels",1966,"","31 N Pickney, Madison, ",-89.3837047,43.07637,"31 n pinckney st, madison, wi 53703, usa","Geocoded",NA,NA,NA
"","714 State St.","Madison","","Bars/Clubs",1966,"","714 State St., Madison, ",-89.3981855,43.0748931,"714 state st, madison, wi 53706, usa","Geocoded",NA,NA,NA
"","763 Univeristy","Madison","","Bars/Clubs",1966,"","763 Univeristy, Madison, ",-89.4124875,43.076592,"madison, wi, usa","Geocoded",NA,NA,NA
"","616 N. 2nd St.","Milwaukee","(H)","Hotels",1966,"","616 N. 2nd St., Milwaukee, ",-87.9130623,43.0381823,"616 n 2nd st, milwaukee, wi 53203, usa","Geocoded",NA,NA,NA
"","751 N. 4th St.","Milwaukee","(C)","Business,Hotels",1966,"","751 N. 4th St., Milwaukee, ",-87.9160052,43.0397957,"751 vel r. phillips ave, milwaukee, wi 53203, usa","Geocoded",NA,NA,NA
"","400 S 2nd","Milwaukee","","Bars/Clubs",1966,"","400 S 2nd, Milwaukee, ",-87.9121523,43.0269863,"400 s 2nd st, milwaukee, wi 53204, usa","Geocoded",NA,NA,NA
"","424 W. McKinley","Milwaukee","(G)","Bars/Clubs",1966,"","424 W. McKinley, Milwaukee, ",-87.9524519,43.04723,"w mckinley blvd, milwaukee, wi 53208, usa","Geocoded",NA,NA,NA
"","144 E. Juneau St.","Milwaukee","(*)","Bars/Clubs",1966,"","144 E. Juneau St., Milwaukee, ",-87.9117021,43.0459699,"144 e juneau ave, milwaukee, wi 53202, usa","Geocoded",NA,NA,NA
"","603 N. 5th St.","Milwaukee","(C)","Business",1966,"","603 N. 5th St., Milwaukee, ",-87.9175071,43.0374516,"603 n 5th st, milwaukee, wi 53203, usa","Geocoded",NA,NA,NA
"","422 W. State St.","Milwaukee","","Bars/Clubs",1966,"","422 W. State St., Milwaukee, ",-87.9164092,43.0429265,"422 w state st, milwaukee, wi 53203, usa","Geocoded",NA,NA,NA
"","196 S 2nd St","Milwaukee","","Bars/Clubs",1966,"","196 S 2nd St, Milwaukee, ",-87.9122563,43.0295497,"196 s 2nd st, milwaukee, wi 53204, usa","Geocoded",NA,NA,NA
"","1801 N 12th St","Milwaukee","","Bars/Clubs",1966,"","1801 N 12th St, Milwaukee, ",-87.927338,43.054146,"1801 n 12th st, milwaukee, wi 53205, usa","Geocoded",NA,NA,NA
"","1758 N. Water St.","Milwaukee","(*)","Bars/Clubs",1966,"","1758 N. Water St., Milwaukee, ",-87.9028499,43.0538468,"1758 n water st, milwaukee, wi 53202, usa","Geocoded",NA,NA,NA
"","435 W. Michigan","Milwaukee","","Bars/Clubs,Hotels",1966,"","435 W. Michigan, Milwaukee, ",-87.9168771,43.0370079,"435 w michigan st, milwaukee, wi 53203, usa","Geocoded",NA,NA,NA
"(moving summer '66)","455 N Plankinton","Milwaukee","","Bars/Clubs",1966,"","455 N Plankinton, Milwaukee, ",-87.9112122,43.0352002,"455 n plankinton ave, milwaukee, wi 53203, usa","Geocoded",NA,NA,NA
"","813 S. 1st St.","Milwaukee","","Bars/Clubs",1966,"","813 S. 1st St., Milwaukee, ",-87.9115871,43.0228695,"813 s 1st st, milwaukee, wi 53204, usa","Geocoded",NA,NA,NA
"","211 N Adams","Green Bay","(M)","Bars/Clubs,Hotels",1965,"","211 N Adams, Green Bay, ",-88.0141113,44.5154102,"211-215 n adams st, green bay, wi 54301, usa","Geocoded",NA,NA,NA
"","314 N. Adams","Green Bay","(M)","Bars/Clubs",1965,"","314 N. Adams, Green Bay, ",-88.0129162,44.515855,"314 n adams st, green bay, wi 54301, usa","Geocoded",NA,NA,NA
"","31 N Pickney","Madison","","Bars/Clubs,Hotels",1965,"","31 N Pickney, Madison, ",-89.3837047,43.07637,"31 n pinckney st, madison, wi 53703, usa","Geocoded",NA,NA,NA
"","714 State St.","Madison","","Bars/Clubs",1965,"","714 State St., Madison, ",-89.3981855,43.0748931,"714 state st, madison, wi 53706, usa","Geocoded",NA,NA,NA
"","763 Univeristy","Madison","","Bars/Clubs",1965,"","763 Univeristy, Madison, ",-89.4124875,43.076592,"madison, wi, usa","Geocoded",NA,NA,NA
"","616 N. 2nd St.","Milwaukee","(H)","Hotels",1965,"","616 N. 2nd St., Milwaukee, ",-87.9130623,43.0381823,"616 n 2nd st, milwaukee, wi 53203, usa","Geocoded",NA,NA,NA
"","400 N Plankinton","Milwaukee","(*)","Bars/Clubs",1965,"","400 N Plankinton, Milwaukee, ",-87.9111867,43.0348031,"400 n plankinton ave, milwaukee, wi 53203, usa","Geocoded",NA,NA,NA
"","424 W. McKinley","Milwaukee","(G)","Bars/Clubs",1965,"","424 W. McKinley, Milwaukee, ",-87.9524519,43.04723,"w mckinley blvd, milwaukee, wi 53208, usa","Geocoded",NA,NA,NA
"(Skinny fox)","455 N Plankinton","Milwaukee","(*)","Bars/Clubs",1965,"","455 N Plankinton, Milwaukee, ",-87.9112122,43.0352002,"455 n plankinton ave, milwaukee, wi 53203, usa","Geocoded",NA,NA,NA
"","731 4th St","Milwaukee","(M)","Bars/Clubs",1965,"","731 4th St, Milwaukee, ",-87.9157936,43.0237954,"731 s 4th st, milwaukee, wi 53204, usa","Geocoded",NA,NA,NA
"","144 E. Juneau St.","Milwaukee","(S),(M)","Bars/Clubs",1965,"","144 E. Juneau St., Milwaukee, ",-87.9117021,43.0459699,"144 e juneau ave, milwaukee, wi 53202, usa","Geocoded",NA,NA,NA
"","603 N. 5th St.","Milwaukee","(C)","Business",1965,"","603 N. 5th St., Milwaukee, ",-87.9175071,43.0374516,"603 n 5th st, milwaukee, wi 53203, usa","Geocoded",NA,NA,NA
"","422 W. State St.","Milwaukee","","Bars/Clubs",1965,"","422 W. State St., Milwaukee, ",-87.9164092,43.0429265,"422 w state st, milwaukee, wi 53203, usa","Geocoded",NA,NA,NA
"","196 S 2nd St","Milwaukee","(D),(G),(*)","Bars/Clubs",1965,"","196 S 2nd St, Milwaukee, ",-87.9122563,43.0295497,"196 s 2nd st, milwaukee, wi 53204, usa","Geocoded",NA,NA,NA
"","1801 N 12th St","Milwaukee","","Bars/Clubs",1965,"","1801 N 12th St, Milwaukee, ",-87.927338,43.054146,"1801 n 12th st, milwaukee, wi 53205, usa","Geocoded",NA,NA,NA
"","1758 N. Water St.","Milwaukee","(*),(PE)","Bars/Clubs",1965,"","1758 N. Water St., Milwaukee, ",-87.9028499,43.0538468,"1758 n water st, milwaukee, wi 53202, usa","Geocoded",NA,NA,NA
"","435 W. Michigan","Milwaukee","","Bars/Clubs,Hotels",1965,"","435 W. Michigan, Milwaukee, ",-87.9168771,43.0370079,"435 w michigan st, milwaukee, wi 53203, usa","Geocoded",NA,NA,NA
"","813 S. 1st St.","Milwaukee","","Bars/Clubs",1965,"","813 S. 1st St., Milwaukee, ",-87.9115871,43.0228695,"813 s 1st st, milwaukee, wi 53204, usa","Geocoded",NA,NA,NA
"on US hwy. 41, betw Appleton & Green Bay","","Appleton","Cruisy Area","Cruising Areas",1979,"",", ",-88.415385,44.261931,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"on US hwy. 41, betw Appleton & Green Bay","","Appleton","Cruisy Area","Cruising Areas",1980,"",", ",-88.415385,44.261931,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"campus","","Appleton","Cruisy Area","Cruising Areas,Organizations",1980,"",", ",-88.398904,44.261172,"unclear_coded_by_hand","Found",NA,NA,NA
"campus","","Appleton","Cruisy Area","Cruising Areas,Organizations",1979,"",", ",-88.398904,44.261172,"unclear_coded_by_hand","Found",NA,NA,NA
"Inquire locally","","Appleton","","Bars/Clubs",1970,"",", ",-88.415385,44.261931,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"Inquire locally","","Appleton","","Bars/Clubs",1971,"",", ",-88.415385,44.261931,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"3 mi. S. on US 151","","Beaver Dam","Cruisy Area,(AYOR)","Cruising Areas",1980,"",", ",-88.837329,43.457769,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"on I- 41-So. of De Pere","","Green Bay","Cruisy Area","Cruising Areas",1977,"",", ",-88.013296,44.513319,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"on Wisc. 141-eastside nr. city limits","","Green Bay","Cruisy Area","Cruising Areas",1978,"",", ",-88.013296,44.513319,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"on US 41-So. of DePere","","Green Bay","Cruisy Area","Cruising Areas",1978,"",", ",-88.013296,44.513319,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"on Wisc. 141-eastside nr. city limits","","Green Bay","Cruisy Area","Cruising Areas",1979,"",", ",-88.013296,44.513319,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"on US 41-S. of DePere","","Green Bay","Cruisy Area","Cruising Areas",1979,"",", ",-88.013296,44.513319,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"on US 41-S. of DePere","","Green Bay","Cruisy Area","Cruising Areas",1980,"",", ",-88.013296,44.513319,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"on Wisc. 141-eastside nr. city limits","","Green Bay","Cruisy Area","Cruising Areas",1980,"",", ",-88.013296,44.513319,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(Summers)","","Green Bay","Cruisy Area","Cruising Areas",1980,"",", ",-88.06335,44.52182,"unclear_coded_by_hand","Found",NA,NA,NA
"on I-94-4 mi. W","","Kenosha","Cruisy Area","Cruising Areas",1980,"",", ",-87.821185,42.584743,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","La Crosse","Cruisy Area,(AYOR)","Cruising Areas",1980,"",", ",-91.265017,43.819739,"unclear_coded_by_hand","Found",NA,NA,NA
"(Ripped me off)","","La Crosse","Cruisy Area","Cruising Areas,Book Store",1980,"",", ",-91.251902,43.813775,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(Cruisy lobby & john)","State Street at 4th","La Crosse","(M)","Hotels,Bars/Clubs,Cruising Areas",1976,"","State Street at 4th, ",-91.250586,43.813304,"unclear_coded_by_hand","Found",NA,NA,NA
"(Cruisy lobby & T-room)","State Street at 4th","La Crosse","(M)","Hotels,Bars/Clubs,Cruising Areas",1977,"","State Street at 4th, ",-91.250586,43.813304,"unclear_coded_by_hand","Found",NA,NA,NA
"(no sign-just 4 blinking lights-use rear entrance )","46 N. Park at Regent","Madison","(*),(YC),(D)","Bars/Clubs",1974,"","46 N. Park at Regent, ",-89.401059,43.067668,"unclear_coded_by_hand","Found",NA,NA,NA
"(no sign-just four blinking lights-use rear entrance )","46 N. Park at Regent","Madison","(*),(YC),(D)","Bars/Clubs",1975,"","46 N. Park at Regent, ",-89.401059,43.067668,"unclear_coded_by_hand","Found",NA,NA,NA
"(Some G) (no sign-just four blinking lights-use rear entrance to one of the friendliest bars anywhere)","46 N. Park at Regent","Madison","(*),(YC),(D),(G)","Bars/Clubs",1976,"","46 N. Park at Regent, ",-89.401059,43.067668,"unclear_coded_by_hand","Found",NA,NA,NA
"(Some G) (Snacks) (Tough to locate, but worth it-use rear door)","46 N. Park at Regent","Madison","(*),(YC),(D),(G)","Bars/Clubs",1977,"","46 N. Park at Regent, ",-89.401059,43.067668,"unclear_coded_by_hand","Found",NA,NA,NA
"(SomeG) (Tough to locate, but worth it-use rear door)","46 N. Park at Regent","Madison","(*),(YC),(D),(G)","Bars/Clubs",1978,"","46 N. Park at Regent, ",-89.401059,43.067668,"unclear_coded_by_hand","Found",NA,NA,NA
"(SomeG) (Tough to locate, but worth it-use rear door)","46 N. Park at Spring","Madison","(*),(YC),(D),(G)","Bars/Clubs",1979,"","46 N. Park at Spring, ",-89.401059,43.067668,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Madison","Cruisy Area","Cruising Areas",1973,"",", ",-89.36685,43.10239,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Madison","Cruisy Area","Cruising Areas",1974,"",", ",-89.36685,43.10239,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Madison","Cruisy Area","Cruising Areas",1974,"",", ",-89.384295,43.074729,"unclear_coded_by_hand","Found",NA,NA,NA
"(Some G)","418 E. Wilson at Franklin","Madison","(YC),(D),(G),(*)","Bars/Clubs",1976,"","418 E. Wilson at Franklin, ",-89.377195,43.075807,"unclear_coded_by_hand","Found",NA,NA,NA
"(Some G)","418 E. Wilson at Franklin","Madison","(M),(D),(G),(YC),(*)","Bars/Clubs",1977,"","418 E. Wilson at Franklin, ",-89.377195,43.075807,"unclear_coded_by_hand","Found",NA,NA,NA
"(Some G)","418 E. Wilson at Franklin","Madison","(M),(D),(G),(YC)","Bars/Clubs",1978,"","418 E. Wilson at Franklin, ",-89.377195,43.075807,"unclear_coded_by_hand","Found",NA,NA,NA
"(Some G)","418 E. Wilson at Franklin","Madison","(M),(D),(G)","Bars/Clubs",1979,"","418 E. Wilson at Franklin, ",-89.377195,43.075807,"unclear_coded_by_hand","Found",NA,NA,NA
"(Disco) (Some L) (WE*)","418 E. Wilson at Franklin","Madison","(M),(D),(L),(WE),(*)","Bars/Clubs",1980,"","418 E. Wilson at Franklin, ",-89.377195,43.075807,"unclear_coded_by_hand","Found",NA,NA,NA
"opposite Library just off the Square","","Madison","Cruisy Area","Cruising Areas",1977,"approximate",", ",-89.386917,43.073708,"unclear_coded_by_hand","Found",NA,NA,NA
"opp. Library nr. Square","","Madison","Cruisy Area","Cruising Areas",1978,"approximate",", ",-89.386917,43.073708,"unclear_coded_by_hand","Found",NA,NA,NA
"opp. Library nr. Square","","Madison","Cruisy Area","Cruising Areas",1979,"approximate",", ",-89.386917,43.073708,"unclear_coded_by_hand","Found",NA,NA,NA
"opp. Library nr. Square","","Madison","Cruisy Area","Cruising Areas",1980,"approximate",", ",-89.386917,43.073708,"unclear_coded_by_hand","Found",NA,NA,NA
"Capitol Sq. to Park St.","","Madison","Cruisy Area","Cruising Areas",1975,"Approximate location for the middle of this several block radius.",", ",-89.391748,43.074817,"unclear_coded_by_hand","Found",NA,NA,NA
"Capitol Sq. to Park St.","","Madison","Cruisy Area","Cruising Areas",1976,"Approximate location for the middle of this several block radius.",", ",-89.391748,43.074817,"unclear_coded_by_hand","Found",NA,NA,NA
"Humanities Bldg & Student Union (HOT)","","Madison","Cruisy Area,(HOT)","Cruising Areas",1975,"",", ",-89.412487,43.076592,"unclear_coded_by_hand","Found",NA,NA,NA
"Humanities Bldg & Student Union (HOT)","","Madison","Cruisy Area,(HOT)","Cruising Areas",1976,"",", ",-89.412487,43.076592,"unclear_coded_by_hand","Found",NA,NA,NA
"Humanities Bldg & Student Union (HOT)","","Madison","Cruisy Area,(HOT)","Cruising Areas",1978,"",", ",-89.412487,43.076592,"unclear_coded_by_hand","Found",NA,NA,NA
"Humanities Bldg & Student Union (HOT)","","Madison","Cruisy Area,(HOT)","Cruising Areas",1979,"",", ",-89.412487,43.076592,"unclear_coded_by_hand","Found",NA,NA,NA
"Humanities Bldg & Student Union","","Madison","Cruisy Area,(AYOR)","Cruising Areas,Organizations",1980,"",", ",-89.412487,43.076592,"unclear_coded_by_hand","Found",NA,NA,NA
"Humanities Bldg & Student Union (HOT)","","Madison","Cruisy Area,(HOT)","Cruising Areas",1977,"",", ",-89.412487,43.076592,"unclear_coded_by_hand","Found",NA,NA,NA
"(Top floor-City Hotel)","Main Street","Manitowac","(M)","Bars/Clubs,Hotels",1979,"","Main Street, ",-87.657584,44.088606,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(Top floor-City Hotel)","Main Street","Manitowac","(M)","Bars/Clubs,Hotels",1980,"","Main Street, ",-87.657584,44.088606,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"betw. Chicago & Milwaukee","","Milwaukee","(WE),Cruisy Area","Cruising Areas",1979,"",", ",-87.906474,43.038903,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"betw. Chicago & Milwaukee","","Milwaukee","(WE),Cruisy Area","Cruising Areas",1980,"",", ",-87.906474,43.038903,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"betw. Juneau & Kilbourne","","Milwaukee","Cruisy Area","Cruising Areas",1976,"",", ",-87.89961,43.044456,"unclear_coded_by_hand","Found",NA,NA,NA
"betw. Juneau & Kilbourne","","Milwaukee","Cruisy Area","Cruising Areas",1978,"",", ",-87.89961,43.044456,"unclear_coded_by_hand","Found",NA,NA,NA
"betw. Juneau & Kilbourne","","Milwaukee","Cruisy Area","Cruising Areas",1979,"",", ",-87.89961,43.044456,"unclear_coded_by_hand","Found",NA,NA,NA
"betw. Juneau & Kilbourne","","Milwaukee","Cruisy Area","Cruising Areas",1980,"",", ",-87.89961,43.044456,"unclear_coded_by_hand","Found",NA,NA,NA
"between Juneau & Kilbourne","","Milwaukee","Cruisy Area","Cruising Areas",1975,"",", ",-87.89961,43.044456,"unclear_coded_by_hand","Found",NA,NA,NA
"between Juneau & Kilbourne","","Milwaukee","Cruisy Area","Cruising Areas",1977,"",", ",-87.89961,43.044456,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1972,"",", ",-87.873657,43.061289,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1973,"",", ",-87.873657,43.061289,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1974,"",", ",-87.873657,43.061289,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1975,"",", ",-87.873657,43.061289,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1976,"",", ",-87.873657,43.061289,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1977,"",", ",-87.873657,43.061289,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1978,"",", ",-87.873657,43.061289,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1979,"",", ",-87.873657,43.061289,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1980,"",", ",-87.873657,43.061289,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1972,"",", ",-87.873657,43.061289,"unclear_coded_by_hand","Found",NA,NA,NA
"(also (C) (R) next door after hours, Royal Hotel)","435 W. Michigan at 5th","Milwaukee","(M),(RT)","Hotels,Bars/Clubs",1972,"","435 W. Michigan at 5th, ",-87.916877,43.037008,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1975,"",", ",-87.906474,43.038903,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1976,"",", ",-87.906474,43.038903,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1977,"",", ",-87.906474,43.038903,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1978,"",", ",-87.906474,43.038903,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1979,"",", ",-87.906474,43.038903,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1980,"",", ",-87.906474,43.038903,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1974,"",", ",-87.905667,43.098492,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1975,"",", ",-87.905667,43.098492,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1976,"",", ",-87.905667,43.098492,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1977,"",", ",-87.905667,43.098492,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1978,"",", ",-87.905667,43.098492,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1979,"",", ",-87.905667,43.098492,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1980,"",", ",-87.905667,43.098492,"unclear_coded_by_hand","Found",NA,NA,NA
"(See Inferno)","","Milwaukee","","",1978,"",", ",-87.906474,43.038903,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(open 24 hours) Royal Hotel","N. 5th St. & Michigan","Milwaukee","(R),(C)","Restaurant,Hotels",1974,"","N. 5th St. & Michigan, ",-87.917507,43.037422,"unclear_coded_by_hand","Found",NA,NA,NA
"","27th & Wells","Milwaukee","","Book Store",1975,"","27th & Wells, ",-87.947693,43.040261,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1972,"",", ",-87.897312,43.044551,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas",1973,"",", ",-87.897312,43.044551,"unclear_coded_by_hand","Found",NA,NA,NA
"(HOT!)","","Milwaukee","Cruisy Area,(HOT)","Cruising Areas",1974,"",", ",-87.897312,43.044551,"unclear_coded_by_hand","Found",NA,NA,NA
"(HOT)","","Milwaukee","Cruisy Area,(HOT)","Cruising Areas",1975,"",", ",-87.897312,43.044551,"unclear_coded_by_hand","Found",NA,NA,NA
"(HOT)","","Milwaukee","Cruisy Area,(HOT)","Cruising Areas",1976,"",", ",-87.897312,43.044551,"unclear_coded_by_hand","Found",NA,NA,NA
"(HOT)","","Milwaukee","Cruisy Area,(HOT)","Cruising Areas",1977,"",", ",-87.897312,43.044551,"unclear_coded_by_hand","Found",NA,NA,NA
"(HOT)","","Milwaukee","Cruisy Area,(HOT)","Cruising Areas",1978,"",", ",-87.897312,43.044551,"unclear_coded_by_hand","Found",NA,NA,NA
"(HOT)","","Milwaukee","Cruisy Area,(HOT)","Cruising Areas",1979,"",", ",-87.897312,43.044551,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","(AYOR),Cruisy Area","Cruising Areas",1980,"",", ",-87.897312,43.044551,"unclear_coded_by_hand","Found",NA,NA,NA
"","124 Water at Erie","Milwaukee","(D),(R),(*)","Restaurant",1979,"","124 Water at Erie, ",-87.909238,43.031955,"unclear_coded_by_hand","Found",NA,NA,NA
"","124 Water at Erie","Milwaukee","(D),(R),(*)","Restaurant",1980,"","124 Water at Erie, ",-87.909238,43.031955,"unclear_coded_by_hand","Found",NA,NA,NA
"","124 Water at Erie","Milwaukee","(D)","Bars/Clubs",1978,"","124 Water at Erie, ",-87.909238,43.031955,"unclear_coded_by_hand","Found",NA,NA,NA
"At the factory","","Milwaukee","(S),(B)","Bars/Clubs",1976,"",", ",-87.906474,43.038903,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Organizations",1975,"",", ",-87.897058,43.040073,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Organizations",1976,"",", ",-87.897058,43.040073,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Organizations",1977,"",", ",-87.897058,43.040073,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Organizations",1978,"",", ",-87.897058,43.040073,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Organizations",1979,"",", ",-87.897058,43.040073,"unclear_coded_by_hand","Found",NA,NA,NA
"U. of Wisconsin (Milwaukee)","","Milwaukee","Cruisy Area","Cruising Areas",1975,"",", ",-87.878952,43.075684,"unclear_coded_by_hand","Found",NA,NA,NA
"U. of Wisc. at Milwaukee","","Milwaukee","Cruisy Area","Cruising Areas",1976,"",", ",-87.878952,43.075684,"unclear_coded_by_hand","Found",NA,NA,NA
"University of Wisconsin at Milwaukee","","Milwaukee","Cruisy Area","Cruising Areas",1977,"",", ",-87.878952,43.075684,"unclear_coded_by_hand","Found",NA,NA,NA
"U. of Wisc. at Milwaukee","","Milwaukee","Cruisy Area","Cruising Areas",1978,"",", ",-87.878952,43.075684,"unclear_coded_by_hand","Found",NA,NA,NA
"U. of Wisc. at Milwaukee","","Milwaukee","Cruisy Area","Cruising Areas",1979,"",", ",-87.878952,43.075684,"unclear_coded_by_hand","Found",NA,NA,NA
"'Hitch-hikers'","","Milwaukee","Cruisy Area","Cruising Areas",1978,"",", ",-87.881691,43.069455,"unclear_coded_by_hand","Found",NA,NA,NA
"'Hitch-hikers'","","Milwaukee","Cruisy Area","Cruising Areas",1979,"",", ",-87.881691,43.069455,"unclear_coded_by_hand","Found",NA,NA,NA
"'Hitch-hikers'","","Milwaukee","Cruisy Area","Cruising Areas",1980,"",", ",-87.881691,43.069455,"unclear_coded_by_hand","Found",NA,NA,NA
"'Hitch-hikers'","","Milwaukee","Cruisy Area","Cruising Areas",1976,"",", ",-87.881691,43.069455,"unclear_coded_by_hand","Found",NA,NA,NA
"'Hitch-hikers'","","Milwaukee","Cruisy Area","Cruising Areas",1975,"",", ",-87.881691,43.069455,"unclear_coded_by_hand","Found",NA,NA,NA
